X;Y;номер_ст;
30.2842498050075;59.9693341813715;1
30.5996784232155;59.7459058160042;2
30.3511484031178;59.9922483569893;3
30.4091550120996;59.9217824971759;4
30.2299257401819;59.8565745165273;5
30.378668711704;59.9526924219914;6
30.2878293689844;60.0313443259571;8
30.4198471861693;59.8292078380181;9
29.9476473333333;60.1176193333333;11
30.4527877850018;59.9699284579808;13
30.4461215;59.941066;14
29.7933885;59.986018;15
30.329757;59.873582;16
30.365001;59.699067;17
30.3920785;60.0426675;18
30.115852;59.838388;19
29.795629;59.8914665;21
30.4602435;59.893216;20
30.218778;59.902465;22
30.2660575;59.9660725;23
30.268278;59.9336285;24
30.5680423141392;59.8079348426299;25
